age,gender,income,education,married,children,occupation,purchase_amount,most bought item,beauty,books,clothing,electronics,food,furniture,home,sports
0.3021780994086134,1.0120728718702565,1.2055331632498887,0.4200339652536244,-0.9801960588196068,1.321889089047653,-0.9727809303136785,-0.658898772478334,0.6479072726304639,0,0,1,1,0,0,0,1
-1.2217748514993787,-0.9880711436836102,0.39226380262719923,-0.48132647520479716,-0.9801960588196068,-0.4500801992199784,-1.287596765366649,0.690187345324767,0.2154886257135802,1,0,0,0,0,1,0,0
0.3021780994086134,-0.9880711436836102,-1.949915534441784,-1.3826869156632187,1.020204061220407,1.321889089047653,-0.6579650952607081,0.029323047420288437,-1.225906864009365,0,0,1,1,1,0,0,1
-1.5846207921917579,1.0120728718702565,-0.04040128856749431,1.321394405712046,-0.9801960588196068,-1.336064843353794,0.2864824098982031,-0.15405628623205259,0.35962817468587477,0,0,0,0,1,0,0,0
-0.8589289108069997,-0.9880711436836102,-0.46080741590865787,0.4200339652536244,-0.9801960588196068,-1.336064843353794,-1.287596765366649,-0.7006833172879853,-1.0817673150370706,0,0,0,0,0,0,1,0
-1.512051604053282,-0.9880711436836102,0.19383840790280946,0.4200339652536244,1.020204061220407,1.321889089047653,1.2309299150571145,-0.29269855129584677,0.07134907674128568,0,1,0,1,0,0,0,1
-1.0040672870839513,1.0120728718702565,-1.999251573089693,-1.3826869156632187,1.020204061220407,1.321889089047653,0.2864824098982031,-1.5770698449776532,1.6568841154365257,1,0,1,0,0,1,0,0
-1.512051604053282,-0.9880711436836102,-1.4181145323209867,1.321394405712046,-0.9801960588196068,1.321889089047653,-0.02833342515476729,0.4654384369330398,-0.36106957017559793,1,1,0,0,0,0,0,0
0.7375932282394684,1.0120728718702565,-0.9219074306487648,1.321394405712046,1.020204061220407,-1.336064843353794,0.916114080004144,0.33125845731188786,-0.5052091191478925,0,0,0,1,1,0,1,1
-1.5846207921917579,1.0120728718702565,-0.13106914050305624,1.321394405712046,1.020204061220407,-1.336064843353794,-1.6024126004196193,0.3813804104464255,-0.7934882170924815,0,0,0,0,1,1,0,0
1.1730083570703231,-0.9880711436836102,1.1687155687721809,1.321394405712046,1.020204061220407,-1.336064843353794,-0.3431492602077377,-1.0947921458235992,1.3686050174919366,0,0,1,0,0,0,1,0
-1.0040672870839513,-0.9880711436836102,0.17026407266646015,1.321394405712046,1.020204061220407,0.4359044449138373,1.2309299150571145,1.8474488753027254,0.35962817468587477,0,1,0,0,1,0,0,0
1.6084234859011781,1.0120728718702565,0.409769471495174,-0.48132647520479716,-0.9801960588196068,-1.336064843353794,1.2309299150571145,0.8353789114338346,-0.5052091191478925,0,0,0,0,0,0,1,0
0.2296089112701376,-0.9880711436836102,-1.482996922376274,0.4200339652536244,1.020204061220407,0.4359044449138373,-0.6579650952607081,-0.5898502798453923,-1.5141859619539542,0,0,0,0,1,1,1,1
0.7375932282394684,-0.9880711436836102,-0.054059593306287124,-1.3826869156632187,-0.9801960588196068,-1.336064843353794,0.916114080004144,-1.7356464314581768,-1.225906864009365,1,0,1,0,1,0,0,0
0.08447053499318596,-0.9880711436836102,-0.8920881395579999,-0.48132647520479716,-0.9801960588196068,0.4359044449138373,-0.6579650952607081,0.024541836649010922,-0.07279047223100886,0,1,1,0,0,0,0,1
-0.1332370294222415,1.0120728718702565,0.7798998141149396,-0.48132647520479716,-0.9801960588196068,1.321889089047653,-0.3431492602077377,-1.4759142605322344,0.07134907674128568,0,1,0,1,1,1,0,0
-1.149205663360903,-0.9880711436836102,-0.8778290400753078,-0.48132647520479716,-0.9801960588196068,-0.4500801992199784,-1.287596765366649,1.1499799470586676,-0.5052091191478925,0,0,0,1,0,1,1,1
0.44731647568556504,1.0120728718702565,0.08037131181085334,-1.3826869156632187,1.020204061220407,0.4359044449138373,1.2309299150571145,0.16105586001549746,-1.225906864009365,1,0,1,0,1,0,0,0
0.44731647568556504,-0.9880711436836102,0.1259684538759375,0.4200339652536244,1.020204061220407,-0.4500801992199784,-1.287596765366649,0.5572571390180406,-0.7934882170924815,0,0,0,0,1,1,0,0
-0.35094459383766896,-0.9880711436836102,-1.4902914910895468,-0.48132647520479716,1.020204061220407,-0.4500801992199784,0.2864824098982031,-1.0743976908090587,-0.7934882170924815,0,0,0,0,1,0,1,0
1.5358542977627023,1.0120728718702565,0.2243481299097549,-1.3826869156632187,-0.9801960588196068,-1.336064843353794,-0.6579650952607081,0.8355230894479374,0.9361863705750529,0,0,1,0,0,0,1,1
-1.149205663360903,-0.9880711436836102,-0.24050563553120893,0.4200339652536244,-0.9801960588196068,-0.4500801992199784,-0.6579650952607081,0.42373691219189635,-1.5141859619539542,1,0,0,0,0,0,0,1
1.680992674039654,1.0120728718702565,0.08386578543666028,-0.48132647520479716,1.020204061220407,1.321889089047653,-1.287596765366649,-0.27545422843618805,0.07134907674128568,0,1,0,1,1,0,0,0
-1.2943440396378545,1.0120728718702565,-0.17830616673993227,0.4200339652536244,1.020204061220407,0.4359044449138373,-0.3431492602077377,0.2045274090061607,0.7920468216027584,0,1,0,1,0,0,0,0
0.5198856638240409,1.0120728718702565,0.840319514282791,1.321394405712046,1.020204061220407,-0.4500801992199784,1.2309299150571145,0.7649249342039222,-1.3700464129816596,0,0,0,0,1,1,0,1
1.1730083570703231,1.0120728718702565,-0.310563789858663,0.4200339652536244,-0.9801960588196068,1.321889089047653,-0.6579650952607081,-1.184233558752142,1.6568841154365257,0,1,1,0,1,1,0,0
0.6650240401009925,-0.9880711436836102,-0.41247231274204227,0.4200339652536244,-0.9801960588196068,-1.336064843353794,-0.6579650952607081,-0.4399759452097721,-0.5052091191478925,0,0,0,0,1,0,1,0
-1.149205663360903,1.0120728718702565,1.0853808685299586,-1.3826869156632187,1.020204061220407,-1.336064843353794,-0.02833342515476729,1.2582613372451819,0.2154886257135802,1,0,0,0,1,0,1,0
1.680992674039654,1.0120728718702565,1.3980677014577358,0.4200339652536244,-0.9801960588196068,-1.336064843353794,1.2309299150571145,0.857908754474629,0.5037677236581694,0,1,0,1,0,1,0,1
