fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Id,quality
-0.5215796137896664,0.9393322196122765,-1.3650266297389193,-0.466421415852694,-0.23139485878231292,-0.4504670175681519,-0.3636100980131857,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,0,5
-0.29259344188200836,1.9418128237363028,-1.3650266297389193,0.05006017687270996,0.23424655598561658,0.9159197164145162,0.6434765331840353,0.03616458958258631,-0.7089275493516886,0.13088110183741558,-0.5936010735498088,1,5
-0.29259344188200836,1.2734924209869523,-1.16156761718215,-0.1712890771524633,0.10725344286709028,-0.060070807858818125,0.2467454360457361,0.1401025475730665,-0.3257748081227619,-0.04525363058036201,-0.5936010735498088,2,5
1.6537890193330873,-1.3997891900104504,1.4833995460558502,-0.466421415852694,-0.2525603776354006,0.13512729699584874,0.42985209626341264,0.6597923375255251,-0.964362710170975,-0.4562346728885097,-0.5936010735498088,3,6
-0.5215796137896664,0.9393322196122765,-1.3650266297389193,-0.466421415852694,-0.23139485878231292,-0.4504670175681519,-0.3636100980131857,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,4,5
-0.5215796137896664,0.7165587520291601,-1.3650266297389193,-0.5402045005277516,-0.2525603776354006,-0.255268912713485,-0.18050343779550918,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,5,5
-0.2353468989050935,0.38239855065448447,-1.0598381109037656,-0.6877706698778668,-0.3795534907539267,-0.060070807858818125,0.39933431956046656,-0.17171132639843176,-0.07033964730347551,-1.1607736025596191,-0.9633818131632695,6,5
-0.5788261567665813,0.6608653851333808,-1.3650266297389193,-0.9829030085780978,-0.46421556616627757,-0.060070807858818125,-0.7603411951514849,-1.107152948312811,0.5043894645399202,-1.102062025087027,-0.40871070374307933,7,7
-0.29259344188200836,0.2710118168629259,-1.2632971234605348,-0.3926383311776362,-0.2948914153415761,-0.6456651224228187,-0.8518945252603232,0.03616458958258631,0.31281309392545403,-0.5149462503611023,-0.8709366282599048,8,7
-0.9223054146280687,0.2710118168629259,-0.9581086046253808,-0.5402045005277516,0.21308103713252682,-0.060070807858818125,0.5824409797781431,-0.43155622137463223,-0.1980572277131187,-0.6910809827788792,-1.1482721829700007,10,5
-1.5520173873741294,0.4659386009981534,-1.3650266297389193,-0.6877706698778668,0.04375688630782713,0.037528244568515313,0.39933431956046656,-1.263059885298589,1.717706478431529,-0.8085041377240643,-0.5011558886464441,12,5
-0.29259344188200836,0.4380919175502637,0.11005121129765746,-0.6877706698778668,0.5728948576350198,-0.6456651224228187,-0.5161989815279162,0.34797846355402684,-0.3257748081227619,5.297499919425554,-1.2407173678733654,13,5
0.10813235895639384,-1.3997891900104504,1.4833995460558502,-0.5402045005277516,0.10725344286709028,1.8919102406878503,1.7421164944900946,0.08813356857782641,-0.07033964730347551,0.5418621441455627,0.05351522077374614,16,7
-0.2353468989050935,-1.1770157224273337,1.2290757803598884,-0.5402045005277516,5.377467637285927,0.13512729699584874,0.3077809894516283,0.08813356857782641,-1.730668192628834,2.479344200741115,-1.1482721829700007,19,6
-0.40708652783583765,-0.7871621541568791,0.21178071757604217,-0.1712890771524633,-0.10440174566378867,0.7207216115598494,0.7655476399958197,0.7637302955160054,1.3345537372025995,-0.04525363058036201,-0.6860462584531752,21,5
-0.2353468989050935,-0.5643886865737623,-0.2968668138158809,-0.6877706698778668,0.40357070681031804,-0.5480660699954852,-0.27205676790434746,-0.06777336840789387,-0.9005039199661548,1.4812473837070426,-0.8709366282599048,22,5
0.10813235895639384,-0.23022848519908692,-0.8055143452078041,-0.1712890771524633,-0.06207070795761118,-0.6456651224228187,0.6434765331840353,0.03616458958258631,-0.9005039199661548,-0.7497925602514718,-0.9633818131632695,23,5
-0.8078123286742394,-0.7314687872610998,-0.652920085790227,-0.09750599247740555,-0.04090518910452346,0.5255235067051824,-0.18050343779550918,0.03616458958258631,0.7598246253592066,-0.16267678552554707,-0.6860462584531752,24,6
-1.1512915865357272,-0.7871621541568791,-0.5511905795118425,-0.8353368392279824,-0.14673278336996207,-0.4504670175681519,-0.6993056417455927,-0.6394321373555926,0.18509551351581086,-0.5736578278336941,-1.0558269980666344,25,5
-0.40708652783583765,-0.6757754203653208,-0.14427255439830403,-0.5402045005277516,-0.14673278336996207,-1.133660384559486,-1.0655189621809458,-0.27564928438891195,-0.1980572277131187,-0.39752309541591724,-0.8709366282599048,26,5
-0.6933192427204107,0.9950255865080558,-1.3650266297389193,-0.466421415852694,-0.14673278336996207,-0.15766986028615157,-0.33309232131023964,0.24404050556354667,1.0152597861784929,-0.6323694053062867,-0.9633818131632695,28,5
-0.29259344188200836,0.6330187016854912,-1.3650266297389193,-0.3926383311776362,-0.10440174566378867,-0.7432641748501522,-0.9129300786662153,-0.17171132639843176,0.4405306743350972,-0.39752309541591724,-0.5936010735498088,29,6
-0.9223054146280687,0.800098802372829,-1.0089733577645732,-0.09750599247740555,0.04375688630782713,0.13512729699584874,1.1012431837282266,-0.4835252003698723,0.24895430372063385,-0.6910809827788792,-0.31626551883971454,30,5
-0.006360726997434932,0.6887120685812704,-0.7546495920686117,-0.1712890771524633,-0.0832362268106989,-0.060070807858818125,2.0472942615195557,-0.06777336840789387,-0.9005039199661548,0.013457946892230522,-0.5936010735498088,32,5
-1.7810035592817874,-1.1770157224273337,-0.09340780125911166,-0.5402045005277516,0.3400741502510549,-0.255268912713485,0.12467432923395173,-0.5354941793651125,0.4405306743350972,-0.6323694053062867,-1.1482721829700007,34,5
-0.29259344188200836,0.6330187016854912,-1.3650266297389193,2.1897696324493827,-0.019739670251436033,-1.0360613321321526,-0.8518945252603232,0.9716062114970234,0.5682482547447404,-0.6323694053062867,-0.77849144335654,35,6
-0.29259344188200836,0.38239855065448447,-0.652920085790227,-0.09750599247740555,-0.019739670251436033,-1.2312594369868193,-0.9434478553691614,0.3999474425493246,0.6959658351543836,-0.3388115179433247,0.33085077548384206,36,6
-0.12085381295126472,-0.8428555210526584,0.05918645815846539,-0.31885524650257846,-0.4430500473131898,-0.255268912713485,-0.48568120482497007,0.03616458958258631,-0.5173511787372252,0.4244389892003776,-0.6860462584531752,37,7
-0.5788261567665813,-0.45300195278220373,0.46610448327200366,2.484901971149614,-0.2737258964884884,-0.3528679651408184,1.253832067242957,0.5558543795350449,0.12123672331099067,1.0115547639263023,0.05351522077374614,40,5
0.279871987887138,0.4380919175502637,0.16091596443684983,0.19762634622282513,0.022591367454739403,0.13512729699584874,0.0026032224221673762,0.45191642154456474,-0.3257748081227619,-0.8672157151966569,-1.0558269980666344,41,4
-0.46433307081275205,-0.23022848519908692,-0.3477315669550731,0.05006017687270996,5.186977967608139,-0.7432641748501522,-0.9739656320721075,0.03616458958258631,-0.6450687591468685,1.42253580623445,0.05351522077374614,42,6
-0.12085381295126472,0.7165587520291601,-0.2460020606766886,-0.2450721618275207,-0.3795534907539267,-0.6456651224228187,-0.6993056417455927,0.03616458958258631,-0.07033964730347551,3.183883130412224,-0.1313751490329834,43,5
-2.1244828171432752,-0.06314838451174912,-0.6020553326510347,-0.31885524650257846,-0.6970362735502423,-0.7432641748501522,0.5824409797781431,-1.7307806962558077,3.761187764985817,-0.5736578278336941,2.4570900282612382,45,4
-0.34983998485892276,2.248126341663089,0.8221577552463498,-0.2450721618275207,0.5728948576350198,0.6231225591325159,2.077812038222502,0.1401025475730665,-0.38963359832758204,0.4244389892003776,-1.1482721829700007,46,5
0.279871987887138,0.7165587520291601,-0.04254304811991931,-0.6139875852028093,-0.2737258964884884,-1.133660384559486,-0.6993056417455927,0.1920715265683066,-1.028221500375798,0.4831505666729701,-1.1482721829700007,50,5
-0.9795519576049836,-0.06314838451174912,-1.16156761718215,-0.2450721618275207,-0.3795534907539267,-0.7432641748501522,-0.9434478553691614,-0.5874631583603525,0.5682482547447404,-0.16267678552554707,-0.9633818131632695,51,6
-0.9795519576049836,-0.17453511830330767,-1.16156761718215,-0.31885524650257846,-0.4007190096070144,-0.938462279704819,-0.9739656320721075,-0.6394321373555926,0.5043894645399202,-0.10396520805295455,-0.9633818131632695,52,6
