x,y
0.14414715719063542,0.21629514907545744
0.4317725752508359,0.47585321420869553
0.5454849498327758,0.3181386456858649
-0.8591973244147157,1.1648611552196935
-0.5046822742474918,0.3617111614289637
-0.33745819397993326,0.3056011053450755
-0.8257525083612041,0.9591001454410393
0.5053511705685618,0.5948708138003226
0.33143812709030085,0.379367370378979
-1.059866220735786,2.0197807712138185
-1.0531772575250837,1.8208806328542007
0.17090301003344477,0.24792236990662078
0.5254180602006688,0.4772483369416568
-0.06989966555183957,0.14929255983194722
-0.2170568561872911,0.1972851807567117
-0.5314381270903011,0.2507650302731772
0.1775919732441471,0.16573431831525842
-0.5782608695652175,0.37713228913228025
0.22441471571906346,0.2565881206241487
0.3381270903010032,0.24525301905946142
0.49197324414715715,0.5276533042107908
0.8397993311036789,1.23733865697761
0.2311036789297658,0.17288000467010203
-0.07658862876254191,0.26421081567187454
-0.6183946488294315,0.6795543660013174
0.43846153846153824,0.16287309212952633
-0.8792642140468229,1.174850586622065
-0.9127090301003346,1.0808705831782777
-0.24381270903010044,0.16183309289045358
-0.44448160535117065,0.2963330633791325
0.40501672240802655,0.2452111250171302
0.2645484949832775,0.11257628055255064
-0.029765886287625554,0.24183529127192238
-0.8725752508361205,1.0161408774381016
0.8598662207357859,1.1853204010296463
0.8063545150501672,1.276452916837958
-0.7989966555183947,0.7797689805768124
-0.2505016722408028,0.15832393474074266
0.38494983277591954,0.27399355072163256
0.35150501672240786,0.22947627558352432
0.5789297658862875,0.5814782853280224
0.766220735785953,1.0856698528001023
-0.6384615384615386,0.4613772801417979
0.7729096989966553,0.8694173210276788
-0.6317725752508363,0.547182366499196
0.6658862876254179,0.666454702344002
0.12408026755852841,0.04363046774749629
0.5923076923076922,0.5177324218152782
0.6792642140468226,0.7604811805193552
0.11739130434782608,0.1741794339437742
-0.3842809364548496,0.2803280282424956
0.6123745819397992,0.46909560861548916
-0.15685618729096995,0.21945032323649247
-0.23043478260869577,0.13620837413288617
0.21772575250836113,0.1889882947242189
-0.19698996655518408,0.18009154449846282
0.7996655518394649,1.109296895529461
-0.9394648829431439,1.2931510849124739
-0.11672240802675593,0.23597741668680003
-0.19030100334448175,0.08192120133007791
0.19765886287625412,0.06683196752050058
0.09732441471571884,0.23678164926118797
0.3916387959866219,0.35781359482249475
0.1575250836120401,0.26344590897578224
0.16421404682274243,0.10023194829252387
0.45183946488294313,0.2555620552801425
0.0906354515050165,0.10333615025533353
0.2846153846153845,0.24211784893325752
0.4986622073578595,0.29535070269614705
-0.5448160535117058,0.4261468278338213
-0.78561872909699,0.7290928087612526
-0.745484949832776,0.7471576813125912
0.18428093645484944,0.20742368361722355
-0.01638795986622088,0.24711469631960134
-0.31739130434782614,0.1997691281222116
0.7327759197324413,0.7734237390201281
0.6993311036789296,0.8120558763233503
-0.7120401337792643,0.7170203518967195
-0.20367892976588642,0.3722731266164158
-0.5916387959866222,0.40318232973204626
-0.5983277591973245,0.5908083239210767
0.7595317725752506,1.204009926274284
-0.12341137123745827,0.02825815712834437
0.13745819397993309,0.21943077460331817
-0.9260869565217392,1.1607622285074197
-0.3642140468227426,0.5380861431402151
0.8130434782608695,1.1048066812045247
-1.0130434782608697,1.5405532722601176
0.15083612040133776,0.18772894790318503
0.6725752508361202,0.635536625063359
0.050501672240802487,0.21868086686057164
