popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0.8050578287368771,-0.6220791110150721,False,1.1127758159148453,-0.5947575465229132,1.3169409772128824,-0.2916495694551582,0,-0.24853688936413076,-0.6215727361450794,-0.1893910380233751,0.9192903456902809,-1.0679558800488504,-0.33711853643327827,4,103
1.3958308733201021,-0.2056270449079524,False,1.6434376307120337,0.2839148882091325,0.7579385890002429,0.4204889125203216,0,0.6576809304085433,0.4350725866546705,-0.5001088610118969,-0.4258550834308668,1.6264815477960535,-0.3712442572393926,4,20
1.3049427126149906,-0.16405282754754935,False,0.9512700461939617,0.45565540954312345,0.19893620078760343,-0.17199269611395634,1,-0.46889090659306515,0.8493255825250269,-0.45676651871403146,-0.11869589095438428,1.4201156754322095,-0.470858068607095,4,2
-0.012935617609126631,0.8701331328502877,False,1.360802533700488,0.8870036956843095,-1.1985697697439954,0.13355253062854364,1,-0.09877247072801511,-0.8620195837480906,2.445519873383335,-0.5582512870845231,-1.056274792933916,0.09602841740823499,3,26
-0.058379697961682395,-0.3077787558653,True,0.6859391387953679,0.9988347328320245,-1.4780709638503151,0.06732105056844698,1,-0.4364578477801484,0.17391308925814142,-0.5001304517438121,0.9404737382748659,0.5985458816818126,-0.04819853140355839,4,70
-0.921817224660242,1.7847386112213437,False,0.5417375586874361,1.154599391716342,-1.1985697697439954,0.1269493921331261,1,-0.3219882284404422,-0.9106492832633063,2.4260979256334085,-0.5317720463537918,-0.9589324003094614,0.6630813703543269,4,81
-1.512590269243467,-0.19070109997120524,False,0.8013004028817127,0.9189554205836566,1.596442171319202,0.9363340955865723,0,0.3619677471143023,-0.7662611013693632,-0.5001422020222008,0.0666587941607345,1.073576757689151,-0.9485515731203947,4,41
1.5776071947303252,-0.2525891643430837,False,-0.3119357955515194,1.3143580162130772,0.7579385890002429,0.8705028057383192,0,1.210950757217123,-0.8617194004177496,-0.5001422020222008,-0.6037955811413809,-0.1801932593138244,-0.9043712496962835,4,73
-1.2853698674806882,-0.2899495326146368,False,-2.100035388889872,0.4037338565816843,-1.4780709638503151,0.5895692770241935,1,0.3715068820592778,-0.9467013012372408,-0.49857873522833174,-0.4523343241615981,-1.2392784910678905,2.422437068186834,3,73
0.25972886450620797,-0.6017106568879744,False,1.2800496488400461,0.4356855814810315,1.3169409772128824,0.07752590097045585,0,-0.5013239654059819,-0.88693480016638,0.749336436556411,0.8027816864750632,0.29873131239849254,0.0017082544387495284,4,58
0.5323933466215426,-0.38498411616921835,False,0.5071291794615325,1.3303338786627508,-0.9190685756376755,1.0906074222522355,1,-0.26570733226508664,-0.4474664045473932,-0.5001422020222008,2.8363873745952235,1.6109067649761406,0.8637073153081278,4,90
-0.6037086621923515,0.4187143103730567,False,1.320426091270267,-0.6187213401974235,1.3169409772128824,-0.1916020164942872,0,-0.10544986518949803,-0.8416071172849136,-0.5001200933716788,-0.8569371225271716,0.15466457131429956,-0.901741072190251,4,82
-0.6037086621923515,-0.6840035801306987,False,-0.8714379263702944,-2.540697472205401,0.4784373948939232,-3.656448870635171,1,-0.3219882284404422,2.0320479040679285,2.6008954553827475,-0.5476595907922306,0.44279805348268503,-1.7762251528667448,4,63
1.804827596493104,0.011727477640459527,False,1.406947039335026,0.36778816606991876,1.0374397831065627,0.37986960601820796,1,-0.38780825956077325,-0.12326840777928816,-0.500120417070808,0.3950013792218019,1.6615248091408572,0.12848946890673404,4,78
1.1686104715573233,-0.8762115259350665,False,0.45521661062267704,1.2065209446777805,-1.4780709638503151,1.3427272557136303,1,-0.4364578477801484,0.20393142229222522,-0.5001422020222008,0.8292609272057946,1.9146150299644389,0.8540522333239591,4,4
